playerID,Seasons,fullName,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,SF,walks,BA,OBP,1B,SLUG,OPS,Position,PO,A,E,FP,Cy Young,Gold Glove,Hank Aaron,Most Valuable Player,Rolaids Relief Man Award,Rookie of the Year,Silver Slugger,ASG,inducted
aaronha01,23,Hank Aaron,3298,12364,2174,3771,624,98,755,2297.0,240.0,73.0,1402,1383.0,32.0,121.0,1434.0,0.305,0.374,2294,0.555,0.929,B,7436.0,429.0,144.0,0.98,0.0,3.0,0.0,1.0,0.0,0.0,0.0,24.0,Y
abbated01,10,Ed Abbaticchio,855,3044,355,772,99,43,11,324.0,142.0,0.0,289,283.0,33.0,0.0,322.0,0.254,0.325,619,0.325,0.65,B,1873.0,2368.0,315.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
abreubo01,20,Bobby Abreu,2425,8480,1453,2470,574,59,288,1363.0,400.0,128.0,1476,1840.0,33.0,85.0,1509.0,0.291,0.395,1549,0.475,0.87,B,3952.0,136.0,73.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,N
adairje01,15,Jerry Adair,1165,4019,378,1022,163,19,57,366.0,29.0,29.0,208,499.0,17.0,30.0,225.0,0.254,0.292,783,0.347,0.639,B,2380.0,2878.0,103.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
adamsbo03,15,Bobby Adams,1281,4019,591,1082,188,49,37,303.0,67.0,30.0,414,447.0,17.0,5.0,431.0,0.269,0.34,808,0.368,0.708,B,1748.0,2262.0,158.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
adamssp01,14,Sparky Adams,1424,5557,844,1588,249,48,9,394.0,154.0,50.0,453,223.0,28.0,0.0,481.0,0.286,0.343,1282,0.353,0.696,B,2287.0,3748.0,230.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
adcocjo01,17,Joe Adcock,1959,6606,823,1832,295,35,336,1122.0,20.0,25.0,594,1059.0,17.0,35.0,611.0,0.277,0.337,1166,0.485,0.822,B,13678.0,900.0,102.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
ageeto01,13,Tommie Agee,1129,3912,558,999,170,27,130,433.0,167.0,81.0,342,918.0,34.0,15.0,376.0,0.255,0.32,672,0.412,0.732,B,2371.0,53.0,61.0,0.98,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,N
ainsmed01,17,Eddie Ainsmith,1078,3048,299,707,108,54,22,317.0,86.0,16.0,263,336.0,12.0,0.0,275.0,0.232,0.296,523,0.324,0.62,B,4410.0,1088.0,193.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
alfoned01,13,Edgardo Alfonzo,1506,5385,777,1532,282,18,146,744.0,53.0,17.0,596,617.0,41.0,55.0,637.0,0.284,0.357,1086,0.425,0.782,B,1644.0,3022.0,106.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,N
alicelu01,13,Luis Alicea,1341,3971,551,1031,189,53,47,422.0,81.0,50.0,500,624.0,48.0,45.0,548.0,0.26,0.346,742,0.369,0.715,B,2020.0,2848.0,142.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
allenbe01,13,Bernie Allen,1139,3404,357,815,140,21,73,352.0,13.0,16.0,370,424.0,8.0,17.0,378.0,0.239,0.314,581,0.357,0.671,B,2031.0,2347.0,100.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
allendi01,15,Dick Allen,1749,6332,1099,1848,320,79,351,1119.0,133.0,52.0,894,1556.0,16.0,53.0,910.0,0.292,0.378,1098,0.534,0.912,B,7658.0,1711.0,245.0,0.97,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,N
allenet01,15,Ethan Allen,1281,4418,623,1325,255,45,47,501.0,84.0,4.0,223,310.0,14.0,0.0,237.0,0.3,0.336,978,0.41,0.746,B,2746.0,103.0,56.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
alleyge01,11,Gene Alley,1195,3927,442,999,140,44,55,342.0,63.0,30.0,300,622.0,27.0,22.0,327.0,0.254,0.31,760,0.354,0.664,B,1879.0,3641.0,166.0,0.97,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,N
allisbo01,13,Bob Allison,1541,5032,811,1281,216,53,256,796.0,84.0,50.0,795,1033.0,34.0,35.0,829.0,0.255,0.358,756,0.471,0.829,B,3546.0,162.0,84.0,0.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,N
almonbi01,17,Bill Almon,1236,3330,390,846,138,25,36,296.0,128.0,60.0,250,636.0,6.0,29.0,256.0,0.254,0.305,647,0.343,0.648,B,1834.0,2265.0,173.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
alomaro01,19,Roberto Alomar,2379,9073,1508,2724,504,80,210,1134.0,474.0,114.0,1032,1140.0,50.0,97.0,1082.0,0.3,0.371,1930,0.443,0.814,B,4463.0,6536.0,183.0,0.98,0.0,10.0,0.0,0.0,0.0,0.0,4.0,12.0,Y
alomasa01,18,Sandy Alomar,1481,4760,558,1168,126,19,13,282.0,227.0,80.0,302,482.0,3.0,18.0,305.0,0.245,0.29,1010,0.288,0.578,B,2889.0,3463.0,158.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
alomasa02,22,Sandy Alomar,1377,4530,520,1236,249,10,112,588.0,25.0,24.0,212,499.0,41.0,34.0,253.0,0.273,0.309,865,0.406,0.715,B,7667.0,464.0,86.0,0.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,N
aloufe01,19,Felipe Alou,2082,7339,985,2101,359,49,206,852.0,107.0,67.0,423,706.0,57.0,56.0,480.0,0.286,0.328,1487,0.433,0.761,B,6537.0,322.0,96.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N
alouje01,16,Jesus Alou,1380,4345,448,1216,170,26,32,377.0,31.0,46.0,138,267.0,30.0,20.0,168.0,0.28,0.305,988,0.353,0.658,B,1693.0,63.0,58.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
alouma01,17,Matty Alou,1667,5789,780,1777,236,50,31,427.0,156.0,80.0,311,377.0,36.0,29.0,347.0,0.307,0.345,1460,0.381,0.726,B,3794.0,176.0,71.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
aloumo01,18,Moises Alou,1942,7037,1109,2134,421,39,332,1287.0,106.0,37.0,737,894.0,48.0,82.0,785.0,0.303,0.369,1342,0.516,0.885,B,3114.0,95.0,65.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,N
anderbr01,16,Brady Anderson,1834,6499,1062,1661,338,67,210,761.0,315.0,100.0,960,1190.0,154.0,50.0,1114.0,0.256,0.362,1046,0.425,0.787,B,3713.0,60.0,42.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N
anderga01,17,Garret Anderson,2228,8640,1084,2529,522,36,287,1365.0,80.0,47.0,429,1224.0,8.0,87.0,437.0,0.293,0.324,1684,0.461,0.785,B,4057.0,109.0,48.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,N
anderjo01,17,John Anderson,1636,6345,871,1843,328,124,50,978.0,338.0,0.0,310,356.0,53.0,0.0,363.0,0.29,0.329,1341,0.405,0.734,B,8078.0,444.0,244.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
anderma02,14,Marlon Anderson,1151,3204,392,849,174,20,63,371.0,71.0,24.0,227,471.0,15.0,31.0,242.0,0.265,0.314,592,0.391,0.705,B,1619.0,1754.0,83.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
ansonca01,27,Cap Anson,2524,10281,1999,3435,582,142,97,2075.0,277.0,16.0,984,330.0,32.0,0.0,1016.0,0.334,0.394,2614,0.447,0.841,B,22572.0,1610.0,976.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
aparilu01,18,Luis Aparicio,2601,10230,1335,2677,394,92,83,791.0,506.0,136.0,736,742.0,27.0,76.0,763.0,0.262,0.311,2108,0.343,0.654,B,4548.0,8016.0,366.0,0.97,0.0,9.0,0.0,0.0,0.0,1.0,0.0,15.0,Y
applilu01,20,Luke Appling,2422,8856,1319,2749,440,102,45,1116.0,179.0,108.0,1302,528.0,11.0,0.0,1313.0,0.31,0.399,2162,0.398,0.797,B,4674.0,7543.0,672.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,N
archeji01,14,Jimmy Archer,847,2646,246,660,106,34,16,296.0,36.0,6.0,124,283.0,19.0,0.0,143.0,0.249,0.288,504,0.333,0.621,B,3861.0,1012.0,142.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
armasto01,14,Tony Armas,1432,5164,614,1302,204,39,251,815.0,18.0,20.0,260,1201.0,15.0,52.0,275.0,0.252,0.287,808,0.453,0.74,B,3095.0,79.0,61.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,N
ashburi01,15,Richie Ashburn,2189,8365,1322,2574,317,109,29,586.0,234.0,92.0,1198,571.0,43.0,18.0,1241.0,0.308,0.396,2119,0.382,0.778,B,6094.0,182.0,111.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,N
ashbyal01,17,Alan Ashby,1370,4123,397,1010,183,13,90,513.0,7.0,10.0,461,622.0,11.0,41.0,472.0,0.245,0.32,724,0.361,0.681,B,7096.0,685.0,114.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
asprobo01,13,Bob Aspromonte,1324,4369,386,1103,135,26,60,457.0,19.0,24.0,333,459.0,29.0,32.0,362.0,0.252,0.308,882,0.336,0.644,B,1219.0,1966.0,135.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
aurilri01,16,Rich Aurilia,1652,5721,745,1576,301,22,186,756.0,23.0,18.0,450,861.0,24.0,47.0,474.0,0.275,0.328,1067,0.433,0.761,B,3079.0,3516.0,159.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,N
ausmubr01,19,Brad Ausmus,1971,6279,718,1579,270,34,80,607.0,102.0,53.0,634,1034.0,69.0,37.0,703.0,0.251,0.325,1195,0.344,0.669,B,12856.0,960.0,80.0,0.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,N
austiji01,18,Jimmy Austin,1580,5388,661,1328,174,76,13,390.0,244.0,43.0,592,480.0,44.0,0.0,636.0,0.246,0.326,1065,0.314,0.64,B,2260.0,3239.0,395.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
averiea01,14,Earl Averill,1668,6353,1224,2019,401,128,238,1164.0,70.0,57.0,774,518.0,33.0,0.0,807.0,0.318,0.395,1252,0.534,0.929,B,3969.0,115.0,126.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,N
avilabo01,13,Bobby Avila,1300,4620,725,1296,185,35,80,467.0,78.0,52.0,561,399.0,14.0,14.0,575.0,0.281,0.359,996,0.388,0.747,B,2872.0,3197.0,138.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N
azcuejo01,15,Joe Azcue,909,2828,201,712,94,9,50,304.0,5.0,12.0,207,344.0,17.0,32.0,224.0,0.252,0.304,559,0.344,0.648,B,5329.0,452.0,44.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
backmwa01,14,Wally Backman,1102,3245,482,893,138,19,10,240.0,117.0,52.0,371,480.0,5.0,19.0,376.0,0.275,0.349,726,0.339,0.688,B,1476.0,2132.0,91.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
baergca01,16,Carlos Baerga,1630,5439,731,1583,279,17,134,774.0,59.0,24.0,291,580.0,73.0,66.0,364.0,0.291,0.332,1153,0.423,0.755,B,2634.0,3501.0,169.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,N
bagweje01,15,Jeff Bagwell,2150,7797,1517,2314,488,32,449,1529.0,202.0,78.0,1401,1558.0,128.0,102.0,1529.0,0.297,0.408,1345,0.54,0.948,B,17546.0,1705.0,129.0,0.99,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,Y
bailebo01,18,Bob Bailey,1931,6082,772,1564,234,43,189,773.0,85.0,83.0,852,1126.0,17.0,52.0,869.0,0.257,0.347,1098,0.403,0.75,B,2258.0,2397.0,210.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
baileed01,16,Ed Bailey,1212,3581,432,915,128,15,155,540.0,17.0,18.0,545,577.0,25.0,37.0,570.0,0.256,0.355,617,0.429,0.784,B,5284.0,452.0,81.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,N
bailobo01,11,Bob Bailor,955,2937,339,775,107,23,9,222.0,90.0,36.0,187,164.0,20.0,20.0,207.0,0.264,0.31,636,0.325,0.635,B,1493.0,1197.0,72.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
baineha01,27,Harold Baines,2830,9908,1299,2866,488,49,384,1628.0,34.0,34.0,1062,1441.0,14.0,99.0,1076.0,0.289,0.356,1945,0.465,0.821,B,2031.0,69.0,47.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,N
bakerdu01,19,Dusty Baker,2039,7117,964,1981,320,23,242,1013.0,137.0,73.0,762,926.0,30.0,85.0,792.0,0.278,0.347,1396,0.432,0.779,B,4073.0,136.0,59.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,N
bakerfr01,13,Home Run Baker,1575,5984,887,1838,315,103,96,987.0,235.0,28.0,473,268.0,50.0,0.0,523.0,0.307,0.363,1324,0.442,0.805,B,2154.0,3155.0,322.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
balbost01,12,Steve Balboni,960,3120,351,714,127,11,181,495.0,1.0,2.0,273,856.0,19.0,27.0,292.0,0.229,0.293,395,0.451,0.744,B,5579.0,386.0,64.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bancrda01,17,Dave Bancroft,1913,7182,1048,2004,320,77,32,591.0,145.0,75.0,827,487.0,23.0,0.0,850.0,0.279,0.355,1575,0.358,0.713,B,4673.0,6604.0,666.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bandosa01,16,Sal Bando,2019,7060,982,1790,289,38,242,1039.0,75.0,46.0,1031,923.0,75.0,57.0,1106.0,0.254,0.352,1221,0.408,0.76,B,1788.0,3743.0,231.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
bankser01,19,Ernie Banks,2528,9421,1305,2583,407,90,512,1636.0,50.0,53.0,763,1236.0,70.0,96.0,833.0,0.274,0.33,1574,0.5,0.83,B,14206.0,4355.0,261.0,0.99,0.0,1.0,0.0,2.0,0.0,0.0,0.0,14.0,Y
bannial01,14,Alan Bannister,972,3007,430,811,143,28,19,288.0,108.0,37.0,292,318.0,13.0,28.0,305.0,0.27,0.334,621,0.355,0.689,B,1533.0,1049.0,110.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
barajro01,15,Rod Barajas,1114,3460,396,812,187,1,136,480.0,2.0,2.0,207,638.0,46.0,39.0,253.0,0.235,0.284,488,0.407,0.691,B,6817.0,409.0,51.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
barfije01,13,Jesse Barfield,1428,4759,715,1219,216,30,241,716.0,66.0,47.0,551,1234.0,34.0,34.0,585.0,0.256,0.335,732,0.466,0.801,B,2951.0,162.0,62.0,0.98,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,N
barreji01,10,Jimmy Barrett,866,3306,580,962,83,47,16,255.0,143.0,0.0,440,427.0,29.0,0.0,469.0,0.291,0.379,816,0.359,0.738,B,1814.0,143.0,95.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
barrema02,10,Marty Barrett,941,3378,418,938,163,9,18,314.0,57.0,21.0,304,209.0,16.0,33.0,320.0,0.278,0.337,748,0.347,0.684,B,1827.0,2634.0,63.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
barremi01,13,Michael Barrett,1054,3512,398,925,220,21,98,424.0,11.0,17.0,279,480.0,28.0,32.0,307.0,0.263,0.32,586,0.422,0.742,B,6115.0,552.0,74.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,N
barryja01,12,Jack Barry,1223,4146,532,1009,142,38,10,429.0,153.0,18.0,396,261.0,76.0,0.0,472.0,0.243,0.321,819,0.303,0.624,B,2226.0,3590.0,347.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
barrysh01,15,Shad Barry,1100,4014,516,1073,128,47,10,391.0,140.0,0.0,279,264.0,37.0,0.0,316.0,0.267,0.321,888,0.33,0.651,B,4099.0,565.0,189.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bartedi01,19,Dick Bartell,2016,7629,1130,2165,442,71,79,710.0,109.0,3.0,748,627.0,97.0,0.0,845.0,0.284,0.355,1573,0.391,0.746,B,4425.0,6348.0,512.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
bassech01,10,Charley Bassett,917,3493,392,806,114,49,15,402.0,116.0,0.0,239,312.0,27.0,0.0,266.0,0.231,0.285,628,0.304,0.589,B,1669.0,2856.0,404.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
basske01,16,Kevin Bass,1571,4839,609,1308,248,40,118,611.0,151.0,73.0,357,668.0,37.0,30.0,394.0,0.27,0.323,902,0.411,0.734,B,2332.0,73.0,43.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
batemjo01,11,John Bateman,1017,3330,250,765,123,18,81,375.0,10.0,10.0,172,610.0,27.0,31.0,199.0,0.23,0.271,543,0.35,0.621,B,5686.0,491.0,113.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
batesjo02,12,Johnny Bates,1154,3913,565,1087,167,73,25,417.0,187.0,0.0,503,428.0,49.0,0.0,552.0,0.278,0.367,822,0.377,0.744,B,2078.0,162.0,106.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
batisto01,13,Tony Batista,1309,4568,625,1146,226,17,221,718.0,47.0,26.0,287,790.0,47.0,47.0,334.0,0.251,0.299,682,0.453,0.752,B,1199.0,2578.0,130.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
batteea01,13,Earl Battey,1141,3586,393,969,150,17,104,449.0,13.0,12.0,421,470.0,28.0,30.0,449.0,0.27,0.349,698,0.409,0.758,B,6176.0,501.0,69.0,0.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,N
bauerha01,14,Hank Bauer,1544,5145,833,1424,229,57,164,703.0,50.0,33.0,521,638.0,34.0,25.0,555.0,0.277,0.346,974,0.439,0.785,B,2384.0,107.0,46.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N
baumhfr01,11,Frank Baumholtz,1019,3477,450,1010,165,51,25,272.0,30.0,20.0,258,258.0,17.0,10.0,275.0,0.29,0.342,769,0.389,0.731,B,1785.0,62.0,38.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bautida01,14,Danny Bautista,895,2517,317,685,121,19,62,319.0,37.0,16.0,149,409.0,15.0,17.0,164.0,0.272,0.315,483,0.409,0.724,B,1311.0,30.0,22.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
baylodo01,20,Don Baylor,2292,8198,1236,2135,366,28,338,1276.0,285.0,120.0,805,1069.0,267.0,115.0,1072.0,0.26,0.342,1403,0.436,0.778,B,2716.0,110.0,58.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,N
beaumgi01,12,Ginger Beaumont,1463,5660,955,1759,182,82,39,617.0,254.0,0.0,425,314.0,30.0,0.0,455.0,0.311,0.362,1456,0.393,0.755,B,2860.0,168.0,141.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
beckebe01,10,Beals Becker,876,2764,367,763,114,43,45,292.0,129.0,15.0,241,347.0,5.0,0.0,246.0,0.276,0.335,561,0.397,0.732,B,1339.0,105.0,69.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
beckegl01,11,Glenn Beckert,1320,5208,685,1473,196,31,22,360.0,49.0,25.0,260,243.0,19.0,27.0,279.0,0.283,0.318,1224,0.345,0.663,B,2712.0,3719.0,179.0,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,N
becklja01,22,Jake Beckley,2392,9551,1603,2938,473,244,87,1581.0,315.0,0.0,616,526.0,183.0,0.0,799.0,0.308,0.361,2134,0.436,0.797,B,23760.0,1317.0,482.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
belanma01,18,Mark Belanger,2016,5784,676,1316,175,33,20,389.0,167.0,75.0,576,839.0,42.0,45.0,618.0,0.228,0.3,1088,0.28,0.58,B,3040.0,5831.0,211.0,0.98,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,N
bellbu01,20,Buddy Bell,2405,8995,1151,2514,425,56,201,1106.0,55.0,79.0,836,776.0,38.0,80.0,874.0,0.279,0.341,1832,0.406,0.747,B,2196.0,5009.0,262.0,0.96,0.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,N
bellda01,16,David Bell,1403,4826,587,1239,267,18,123,589.0,19.0,20.0,428,687.0,44.0,50.0,472.0,0.257,0.32,831,0.396,0.716,B,1464.0,2979.0,160.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bellde01,11,Derek Bell,1210,4578,642,1262,232,15,134,668.0,170.0,51.0,377,955.0,61.0,46.0,438.0,0.276,0.336,881,0.421,0.757,B,2215.0,95.0,67.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
belleal01,12,Albert Belle,1539,5853,974,1726,389,21,381,1239.0,88.0,41.0,683,961.0,55.0,78.0,738.0,0.295,0.369,935,0.564,0.933,B,2642.0,91.0,66.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,N
bellge02,12,George Bell,1587,6123,814,1702,308,34,265,1002.0,67.0,36.0,331,771.0,49.0,83.0,380.0,0.278,0.316,1095,0.469,0.785,B,2294.0,84.0,88.0,0.96,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,N
bellgu01,16,Gus Bell,1741,6478,865,1823,311,66,206,942.0,30.0,31.0,470,636.0,27.0,53.0,497.0,0.281,0.33,1240,0.445,0.775,B,3500.0,133.0,54.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
belliro01,15,Ronnie Belliard,1484,5045,685,1377,328,24,114,601.0,43.0,28.0,488,797.0,24.0,37.0,512.0,0.273,0.338,911,0.415,0.753,B,2734.0,3411.0,129.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
bellja01,18,Jay Bell,2063,7398,1123,1963,394,67,195,860.0,91.0,60.0,853,1443.0,57.0,58.0,910.0,0.265,0.343,1307,0.416,0.759,B,3202.0,5609.0,220.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,N
benchjo01,17,Johnny Bench,2158,7658,1091,2048,381,24,389,1376.0,68.0,43.0,891,1278.0,19.0,90.0,910.0,0.267,0.342,1254,0.476,0.818,B,10469.0,1191.0,151.0,0.99,0.0,10.0,0.0,2.0,0.0,1.0,0.0,14.0,Y
benedbr01,12,Bruce Benedict,982,2878,214,696,98,6,18,260.0,12.0,20.0,328,251.0,13.0,21.0,341.0,0.242,0.32,574,0.299,0.619,B,4651.0,577.0,53.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
beniqju01,18,Juan Beniquez,1500,4651,610,1274,190,30,79,476.0,104.0,76.0,349,551.0,31.0,32.0,380.0,0.274,0.327,975,0.379,0.706,B,3091.0,294.0,95.0,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bennech01,15,Charlie Bennett,1062,3821,549,978,203,67,55,533.0,42.0,0.0,478,572.0,11.0,0.0,489.0,0.256,0.34,653,0.387,0.727,B,5326.0,1185.0,439.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
benzito01,10,Todd Benzinger,924,2856,316,733,135,18,66,376.0,21.0,29.0,181,552.0,14.0,34.0,195.0,0.257,0.301,514,0.386,0.687,B,5061.0,308.0,32.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
berarjo01,13,Johnny Berardino,912,3028,334,755,167,23,36,387.0,27.0,29.0,284,268.0,13.0,0.0,297.0,0.249,0.316,529,0.355,0.671,B,1993.0,2135.0,170.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bergebi01,11,Bill Bergen,947,3028,138,516,45,21,2,193.0,23.0,0.0,88,421.0,0.0,0.0,88.0,0.17,0.194,448,0.201,0.395,B,4234.0,1444.0,161.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bergewa01,14,Wally Berger,1350,5163,809,1550,299,59,242,898.0,36.0,0.0,435,694.0,38.0,0.0,473.0,0.3,0.359,950,0.522,0.881,B,3430.0,91.0,91.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
bergmda01,18,Dave Bergman,1349,2679,312,690,100,16,54,289.0,19.0,14.0,380,347.0,7.0,27.0,387.0,0.258,0.348,520,0.367,0.715,B,5197.0,449.0,51.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
bernato01,12,Tony Bernazard,1071,3700,523,970,177,30,75,391.0,113.0,55.0,428,606.0,17.0,35.0,445.0,0.262,0.339,688,0.387,0.726,B,2121.0,2950.0,119.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
berrada01,11,Dale Berra,853,2553,236,603,109,9,49,278.0,32.0,17.0,210,422.0,12.0,27.0,222.0,0.236,0.294,436,0.344,0.638,B,1054.0,2170.0,148.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
berrayo01,19,Yogi Berra,2120,7555,1175,2150,321,49,358,1430.0,30.0,26.0,704,414.0,52.0,44.0,756.0,0.285,0.348,1422,0.482,0.83,B,9221.0,819.0,125.0,0.99,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,Y
berroan01,10,Angel Berroa,746,2575,329,665,118,21,46,254.0,50.0,20.0,117,460.0,54.0,15.0,171.0,0.258,0.303,480,0.374,0.677,B,1084.0,2048.0,115.0,0.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N
berroge01,13,Geronimo Berroa,779,2506,379,692,113,9,101,382.0,19.0,16.0,276,510.0,17.0,26.0,293.0,0.276,0.349,469,0.449,0.798,B,624.0,24.0,16.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
berryke01,14,Ken Berry,1383,4136,422,1053,150,23,58,343.0,45.0,46.0,298,569.0,30.0,17.0,328.0,0.255,0.308,822,0.344,0.652,B,2722.0,85.0,30.0,0.99,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,N
