playerID,Seasons,fullName,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,R,IP,ERA,WHIP,K/9,K/BB,BAA,Position,PO,A,E,FP,Cy Young,Gold Glove,Hank Aaron,Most Valuable Player,Rolaids Relief Man Award,Rookie of the Year,Silver Slugger,ASG,inducted
dunnja01,10,Jack Dunn,64,59,142,118,103,3,3,3230,1217,492,30,334,171,664,1076.7,4.11,1.44,1.43,0.51,0.283,P,77,278,23.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
durenry01,13,Ryne Duren,27,44,311,32,2,1,57,1768,443,251,40,392,630,284,589.3,3.83,1.42,9.62,1.61,0.204,P,17,68,6.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
dwyerfr01,14,Frank Dwyer,177,151,366,318,271,12,6,8457,3312,1204,108,764,565,1782,2819.0,3.84,1.45,1.8,0.74,0.286,P,204,579,54.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
earnsge01,11,George Earnshaw,127,93,319,249,115,18,12,5746,1981,933,142,809,1002,1063,1915.3,4.38,1.46,4.71,1.24,0.26,P,71,371,30.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
easteja01,14,Jamie Easterly,23,33,321,36,0,0,14,1834,663,314,48,319,350,360,611.3,4.62,1.61,5.15,1.1,0.283,P,43,84,2.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eastwra01,10,Rawly Eastwick,28,27,326,1,0,0,68,1576,519,193,38,156,295,215,525.3,3.31,1.28,5.05,1.89,0.258,P,28,46,2.0,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
eatonad01,11,Adam Eaton,71,68,209,201,3,0,0,3536,1253,647,167,448,855,688,1178.7,4.94,1.44,6.53,1.91,0.273,P,93,146,11.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eckerde01,25,Dennis Eckersley,197,171,1071,361,100,20,390,9857,3076,1278,347,738,2401,1382,3285.7,3.5,1.16,6.58,3.25,0.246,P,208,365,31.0,0.95,1.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,Y
ehmkeho01,16,Howard Ehmke,166,166,427,339,199,20,14,8462,2873,1174,103,1042,1030,1425,2820.7,3.75,1.39,3.29,0.99,0.263,P,143,853,44.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
ehretre01,11,Red Ehret,139,167,362,309,260,14,4,8263,3172,1229,63,841,848,1881,2754.3,4.02,1.46,2.77,1.01,0.282,P,104,598,94.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eichhma01,12,Mark Eichhorn,48,43,563,7,0,0,32,2657,825,295,49,270,640,328,885.7,3.0,1.24,6.5,2.37,0.249,P,61,180,2.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eilanda01,10,Dave Eiland,12,27,92,70,0,0,0,1119,465,238,46,118,153,274,373.0,5.74,1.56,3.69,1.3,0.303,P,29,54,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eischjo01,11,Joey Eischen,11,9,324,0,0,0,3,889,297,121,25,139,244,148,296.3,3.68,1.47,7.41,1.76,0.263,P,13,45,5.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
elartsc01,12,Scott Elarton,56,61,232,170,4,1,3,3196,1107,626,192,418,698,675,1065.3,5.29,1.43,5.9,1.67,0.267,P,53,108,5.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eldreca01,14,Cal Eldred,86,74,341,192,19,4,9,4104,1340,672,173,576,939,716,1368.0,4.42,1.4,6.18,1.63,0.257,P,101,143,6.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
ellioju01,11,Jumbo Elliott,63,74,252,144,51,8,12,3620,1338,569,70,414,453,687,1206.7,4.24,1.45,3.38,1.09,0.277,P,32,160,16.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
ellisdo01,16,Dock Ellis,138,119,345,317,71,14,1,6383,2067,817,140,674,1136,958,2127.7,3.46,1.29,4.81,1.69,0.254,P,173,287,23.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
ellswdi01,15,Dick Ellsworth,115,137,407,310,87,9,5,6467,2274,890,194,595,1140,1033,2155.7,3.72,1.33,4.76,1.92,0.267,P,120,437,25.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
elstodo01,10,Don Elston,49,54,450,15,2,0,63,2267,702,310,80,327,519,354,755.7,3.69,1.36,6.18,1.59,0.244,P,46,128,11.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
embreal01,20,Alan Embree,39,45,882,4,0,0,25,2322,744,395,95,293,691,429,774.0,4.59,1.34,8.03,2.36,0.254,P,37,82,4.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
erickpa01,10,Paul Erickson,37,48,207,86,27,5,6,2443,774,349,41,425,432,393,814.3,3.86,1.47,4.77,1.02,0.245,P,33,148,4.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
ericksc01,17,Scott Erickson,142,136,389,364,51,17,0,7082,2586,1203,228,865,1252,1306,2360.7,4.59,1.46,4.77,1.45,0.282,P,223,400,29.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
erskica01,12,Carl Erskine,122,78,335,216,71,14,13,5156,1637,763,199,646,981,830,1718.7,4.0,1.33,5.14,1.52,0.248,P,105,262,20.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
escobke01,12,Kelvim Escobar,101,91,411,202,10,4,59,4521,1461,695,137,611,1310,755,1507.0,4.15,1.37,7.82,2.14,0.254,P,84,131,8.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
esperdu01,13,Duke Esper,101,100,236,198,152,4,5,5183,2048,842,46,669,453,1196,1727.7,4.39,1.57,2.36,0.68,0.288,P,67,381,26.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
estessh01,14,Shawn Estes,101,93,283,281,14,8,0,5035,1708,879,158,858,1210,950,1678.3,4.71,1.53,6.49,1.41,0.27,P,96,292,18.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
ewingbo01,11,Bob Ewing,124,118,291,264,205,19,4,6903,2097,637,31,614,998,940,2301.0,2.49,1.18,3.9,1.63,0.247,P,93,539,30.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
eyresc01,15,Scott Eyre,28,30,617,32,0,0,4,1948,654,305,83,332,537,337,649.3,4.23,1.52,7.44,1.62,0.263,P,11,74,5.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
faberre01,20,Red Faber,254,213,669,483,273,29,28,12260,4106,1430,111,1213,1471,1813,4086.7,3.15,1.3,3.24,1.21,0.256,P,130,1108,71.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
facero01,17,Roy Face,104,95,848,27,6,0,193,4125,1347,531,141,362,877,591,1375.0,3.48,1.24,5.74,2.42,0.253,P,104,212,14.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,N
falcope01,10,Pete Falcone,70,90,325,217,25,7,7,4306,1385,649,152,671,865,717,1435.3,4.07,1.43,5.42,1.29,0.257,P,18,144,7.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
falkecy01,14,Cy Falkenberg,130,123,330,266,180,27,8,6825,2090,678,23,690,1164,960,2275.0,2.68,1.22,4.6,1.69,0.248,P,100,727,52.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
farmeed01,14,Ed Farmer,30,43,370,21,0,0,75,1872,611,298,52,345,395,343,624.0,4.3,1.53,5.7,1.14,0.257,P,34,90,3.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
farretu01,16,Turk Farrell,106,111,590,134,41,5,83,5115,1628,653,152,468,1177,737,1705.0,3.45,1.23,6.21,2.51,0.247,P,64,212,14.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
farrst01,12,Steve Farr,48,45,509,28,1,1,132,2473,751,298,70,334,668,326,824.3,3.25,1.32,7.29,2.0,0.244,P,55,102,9.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fasseje01,19,Jeff Fassero,121,124,720,242,17,2,25,6101,2083,929,214,724,1643,1042,2033.7,4.11,1.38,7.27,2.27,0.264,P,106,354,14.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fellebo01,18,Bob Feller,266,162,570,484,279,44,21,11481,3271,1384,224,1764,2581,1557,3827.0,3.25,1.32,6.07,1.46,0.228,P,146,510,25.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Y
fergual01,13,Alex Ferguson,61,85,257,166,62,2,10,3725,1455,675,68,482,397,772,1241.7,4.89,1.56,2.88,0.82,0.288,P,57,293,15.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fernaal01,10,Alex Fernandez,107,87,263,261,33,10,0,5281,1693,731,190,552,1252,804,1760.3,3.74,1.28,6.4,2.27,0.254,P,125,297,15.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fernasi01,16,Sid Fernandez,114,96,307,300,25,9,1,5600,1421,696,191,715,1743,749,1866.7,3.36,1.14,8.4,2.44,0.209,P,25,160,6.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
ferrewe01,17,Wes Ferrell,193,128,374,323,227,17,13,7869,2845,1177,132,1040,985,1382,2623.0,4.04,1.48,3.38,0.95,0.271,P,122,532,17.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
ferrito01,12,Tom Ferrick,40,40,323,7,4,1,56,2022,654,260,44,227,245,306,674.0,3.47,1.31,3.27,1.08,0.251,P,55,168,11.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fettemi01,19,Mike Fetters,31,41,620,6,0,0,100,2150,699,307,62,351,518,360,716.7,3.86,1.47,6.5,1.48,0.259,P,51,101,15.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
figuene01,10,Nelson Figueroa,20,35,145,65,1,1,1,1497,525,252,66,203,337,273,499.0,4.55,1.46,6.08,1.66,0.272,P,25,58,8.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fingero01,17,Rollie Fingers,114,118,944,37,4,2,341,5104,1474,549,123,492,1299,615,1701.3,2.9,1.16,6.87,2.64,0.235,P,108,253,14.0,0.96,1.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,Y
finlech01,18,Chuck Finley,200,173,524,467,63,15,0,9592,3069,1366,304,1332,2610,1517,3197.3,3.85,1.38,7.35,1.96,0.255,P,122,325,46.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,N
fischbi01,13,Bill Fischer,45,58,281,78,16,2,13,2494,936,401,86,210,313,439,831.3,4.34,1.38,3.39,1.49,0.28,P,65,161,3.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fischca01,10,Carl Fischer,46,50,191,105,31,3,11,2469,900,423,53,372,376,473,823.0,4.63,1.55,4.11,1.01,0.273,P,17,102,7.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fisheed02,18,Eddie Fisher,85,70,690,63,7,2,81,4616,1398,583,149,438,812,659,1538.7,3.41,1.19,4.75,1.85,0.239,P,107,262,17.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
fisheja01,11,Jack Fisher,86,139,400,265,62,9,9,5927,2061,891,193,605,1017,1024,1975.7,4.06,1.35,4.63,1.68,0.264,P,157,312,15.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fishera01,10,Ray Fisher,100,94,278,208,110,19,7,5267,1667,550,34,481,680,727,1755.7,2.82,1.22,3.49,1.41,0.251,P,75,610,39.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fitzmal01,11,Al Fitzmorris,77,59,288,159,36,11,7,3831,1284,518,83,433,458,573,1277.0,3.65,1.34,3.23,1.06,0.265,P,119,242,9.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fitzsfr01,20,Freddie Fitzsimmons,217,146,513,426,186,29,13,9671,3335,1257,186,846,870,1505,3223.7,3.51,1.3,2.43,1.03,0.263,P,237,942,28.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
flahepa02,10,Patsy Flaherty,67,84,173,150,125,7,2,3908,1292,449,25,331,271,615,1302.7,3.1,1.25,1.87,0.82,0.259,P,89,458,47.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
flanami01,19,Mike Flanagan,167,143,526,404,101,19,4,8310,2806,1199,251,890,1491,1301,2770.0,3.9,1.33,4.84,1.68,0.266,P,89,430,11.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
florera01,10,Randy Flores,11,5,350,3,0,0,4,750,290,128,29,106,202,146,250.0,4.61,1.58,7.27,1.91,0.292,P,9,35,3.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
floribr01,10,Bryce Florie,20,24,261,29,0,0,2,1481,500,245,46,243,395,285,493.7,4.47,1.5,7.2,1.63,0.265,P,42,71,11.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fontwi01,10,Wilmer Font,7,11,96,22,0,0,0,455,160,98,33,64,150,99,151.7,5.81,1.48,8.9,2.34,0.267,P,6,6,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fordwh01,16,Whitey Ford,236,106,498,438,156,45,10,9511,2766,967,228,1086,1956,1107,3170.3,2.75,1.22,5.55,1.8,0.232,P,173,630,33.0,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Y
foremfr01,15,Frank Foreman,96,93,229,205,169,7,4,5165,1857,760,47,659,586,1186,1721.7,3.97,1.46,3.06,0.89,0.268,P,70,323,53.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fornimi01,15,Mike Fornieles,63,64,432,76,20,4,55,3470,1165,509,98,421,576,567,1156.7,3.96,1.37,4.48,1.37,0.257,P,74,209,15.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
forscbo01,17,Bob Forsch,168,136,498,422,67,19,3,8384,2777,1169,216,832,1133,1319,2794.7,3.76,1.29,3.65,1.36,0.261,P,234,405,18.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,N
forscke01,16,Ken Forsch,114,113,521,241,70,18,51,6382,2071,796,155,586,1047,881,2127.3,3.37,1.25,4.43,1.79,0.257,P,134,305,26.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
forstte01,16,Terry Forster,54,65,614,39,5,0,127,3317,1034,397,51,457,791,454,1105.7,3.23,1.35,6.44,1.73,0.251,P,48,243,15.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fossato01,14,Tony Fossas,17,24,567,0,0,0,7,1247,434,180,39,180,324,211,415.7,3.9,1.48,7.01,1.8,0.269,P,20,76,11.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fosteal01,10,Alan Foster,48,63,217,148,26,6,0,3076,988,426,99,383,501,481,1025.3,3.74,1.34,4.4,1.31,0.254,P,78,115,14.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
foulkke01,12,Keith Foulke,41,37,619,8,0,0,191,2360,652,291,94,194,718,300,786.7,3.33,1.08,8.21,3.7,0.223,P,44,83,6.0,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,N
foutzda01,13,Dave Foutz,147,66,251,216,202,16,4,5992,1843,631,38,510,790,1068,1997.3,2.84,1.18,3.56,1.55,0.235,P,195,408,49.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
fowledi01,10,Dick Fowler,66,79,221,170,75,11,4,3909,1367,595,96,578,382,685,1303.0,4.11,1.49,2.64,0.66,0.269,P,83,201,13.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
foxch02,11,Chad Fox,10,12,219,0,0,0,6,684,197,96,22,134,262,103,228.0,3.79,1.45,10.34,1.96,0.232,P,13,18,2.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
foytapa01,12,Paul Foytack,86,87,312,193,63,7,7,4494,1381,689,176,662,827,757,1498.0,4.14,1.36,4.97,1.25,0.241,P,71,188,10.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
francjo01,21,John Franco,90,87,1119,0,0,0,424,3737,1166,400,81,495,975,466,1245.7,2.89,1.33,7.04,1.97,0.249,P,63,234,11.0,0.96,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,N
frankfr02,14,Fred Frankhouse,106,97,402,216,81,10,12,5664,2033,822,111,701,622,969,1888.0,3.92,1.45,2.97,0.89,0.27,P,108,476,24.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
frankry01,13,Ryan Franklin,62,76,532,106,6,3,84,3603,1230,552,173,353,668,588,1201.0,4.14,1.32,5.01,1.89,0.265,P,99,116,5.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
frasech01,15,Chick Fraser,175,212,434,388,342,22,6,10092,3462,1373,69,1338,1098,2000,3364.0,3.67,1.43,2.94,0.82,0.266,P,317,939,94.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
frazige01,12,George Frazier,35,43,415,0,0,0,29,2027,653,315,54,313,449,349,675.7,4.2,1.43,5.98,1.43,0.257,P,34,83,13.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
freemma02,12,Marvin Freeman,35,28,221,78,0,0,5,1781,616,306,63,249,383,333,593.7,4.64,1.46,5.81,1.54,0.269,P,31,82,8.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
frencla01,15,Larry French,197,171,570,384,198,40,17,9456,3375,1206,164,819,1187,1440,3152.0,3.44,1.33,3.39,1.45,0.268,P,124,628,39.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
freyst01,10,Steve Frey,18,15,314,0,0,0,28,912,297,127,30,154,157,149,304.0,3.76,1.48,4.65,1.02,0.262,P,16,42,2.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
frienbo01,17,Bob Friend,197,230,602,497,163,36,11,10833,3772,1438,286,894,1734,1652,3611.0,3.58,1.29,4.32,1.94,0.264,P,228,630,27.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
friseda01,11,Danny Frisella,34,40,351,17,0,0,57,1828,529,225,53,286,471,256,609.3,3.32,1.34,6.96,1.65,0.233,P,39,87,6.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
frommar01,11,Art Fromme,80,90,252,167,90,14,4,4314,1297,464,37,530,638,637,1438.0,2.9,1.27,3.99,1.2,0.242,P,48,419,30.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
frymawo01,20,Woodie Fryman,141,155,625,322,68,27,58,7234,2367,1010,187,890,1587,1136,2411.3,3.77,1.35,5.92,1.78,0.257,P,97,389,6.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
fuentbr01,14,Brian Fuentes,26,43,650,0,0,0,204,1840,515,247,64,258,639,267,613.3,3.62,1.26,9.38,2.48,0.227,P,11,71,6.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
gagneer01,11,Eric Gagne,33,26,402,48,0,0,187,1931,518,248,76,226,718,268,643.7,3.47,1.16,10.04,3.18,0.219,P,38,64,1.0,0.99,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,N
galehde01,16,Denny Galehouse,109,118,375,258,100,17,13,6012,2148,885,104,735,851,999,2004.0,3.97,1.44,3.82,1.16,0.271,P,104,320,18.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gallibe01,10,Bert Gallia,66,68,242,135,61,7,10,3831,1210,445,21,494,550,585,1277.0,3.14,1.33,3.88,1.11,0.254,P,54,341,20.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
galvipu01,17,Pud Galvin,365,310,705,688,646,57,2,18010,6405,1903,121,745,1807,3352,6003.3,2.85,1.19,2.71,2.43,0.26,P,325,1404,163.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
garbege01,22,Gene Garber,96,113,931,9,4,0,218,4530,1464,560,123,445,940,654,1510.0,3.34,1.26,5.6,2.11,0.256,P,159,280,15.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
garceri01,11,Rich Garces,23,10,287,0,0,0,7,1024,290,142,32,164,296,162,341.3,3.74,1.33,7.81,1.8,0.227,P,23,45,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
garcifr02,17,Freddy Garcia,156,108,376,357,12,4,0,6792,2243,1045,285,708,1621,1101,2264.0,4.15,1.3,6.44,2.29,0.258,P,171,288,16.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N
garcimi01,14,Mike Garcia,142,97,428,281,111,27,23,6524,2148,789,122,719,1117,888,2174.7,3.27,1.32,4.62,1.55,0.253,P,134,359,14.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N
gardnma01,13,Mark Gardner,99,93,345,275,15,8,1,5294,1752,894,237,628,1256,960,1764.7,4.56,1.35,6.41,2.0,0.261,P,104,201,7.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gardnro01,10,Rob Gardner,14,18,109,42,4,0,2,993,345,160,35,133,193,180,331.0,4.35,1.44,5.25,1.45,0.265,P,11,54,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
garmami01,10,Mike Garman,22,27,303,8,0,0,42,1301,411,175,34,202,213,198,433.7,3.63,1.41,4.42,1.05,0.254,P,19,59,9.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
garresc01,10,Scott Garrelts,69,53,352,89,9,4,48,2878,815,351,74,413,703,395,959.3,3.29,1.28,6.6,1.7,0.232,P,56,143,11.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
garvene01,15,Ned Garver,129,157,402,330,153,18,12,7432,2471,1027,213,881,881,1184,2477.3,3.73,1.35,3.2,1.0,0.256,P,203,469,27.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
gastomi01,11,Milt Gaston,97,164,355,271,127,10,8,6315,2338,1064,114,836,615,1277,2105.0,4.55,1.51,2.63,0.74,0.278,P,106,460,26.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
genewjo01,10,Joe Genewich,73,92,272,166,71,7,12,4205,1610,668,77,402,316,778,1401.7,4.29,1.44,2.03,0.79,0.284,P,69,349,12.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
germaju01,10,Justin Germano,10,30,96,48,0,0,0,990,368,198,41,107,209,215,330.0,5.4,1.44,5.7,1.95,0.281,P,28,53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
getzich01,10,Pretzels Getzien,145,139,296,292,277,11,1,7619,2670,976,95,602,1070,1555,2539.7,3.46,1.29,3.79,1.78,0.259,P,135,434,68.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gibbojo01,15,Joe Gibbon,61,65,419,127,20,4,32,3359,1053,438,74,414,743,505,1119.7,3.52,1.31,5.97,1.79,0.245,P,38,254,20.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gibsobo01,17,Bob Gibson,251,174,528,482,255,56,6,11653,3279,1258,257,1336,3117,1420,3884.3,2.91,1.19,7.22,2.33,0.226,P,291,484,42.0,0.95,2.0,9.0,0.0,1.0,0.0,0.0,0.0,8.0,Y
giustda01,16,Dave Giusti,100,93,668,133,35,9,145,5150,1654,687,126,570,1103,764,1716.7,3.6,1.3,5.78,1.94,0.251,P,134,264,15.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
gladdfr01,13,Fred Gladding,48,34,450,1,0,0,109,1803,566,209,38,223,394,237,601.0,3.13,1.31,5.9,1.77,0.249,P,33,87,9.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
glavito02,22,Tom Glavine,305,203,682,682,56,25,0,13240,4298,1734,356,1500,2607,1900,4413.3,3.54,1.31,5.32,1.74,0.257,P,262,856,26.0,0.98,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,Y
gleaski01,23,Kid Gleason,138,131,299,266,240,10,6,7168,2552,1007,76,906,744,1511,2389.3,3.79,1.45,2.8,0.82,0.265,P,163,476,66.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gleatje01,12,Jerry Don Gleaton,15,23,307,16,1,0,26,1342,433,211,40,199,265,232,447.3,4.25,1.41,5.33,1.33,0.261,P,18,68,4.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
glovega01,10,Gary Glover,29,26,263,47,0,0,3,1550,554,289,74,184,324,307,516.7,5.03,1.43,5.64,1.76,0.274,P,40,59,5.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
glynned01,10,Ed Glynn,12,17,175,8,1,0,12,794,261,125,26,151,184,140,264.7,4.25,1.56,6.26,1.22,0.261,P,7,33,2.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
goltzda01,13,Dave Goltz,113,109,353,264,83,13,8,6119,2104,836,149,646,1105,950,2039.7,3.69,1.35,4.88,1.71,0.269,P,152,287,21.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gomezle01,14,Lefty Gomez,189,102,368,320,173,28,9,7509,2290,930,138,1095,1468,1091,2503.0,3.34,1.35,5.28,1.34,0.238,P,56,393,20.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,N
gomezru01,11,Ruben Gomez,76,86,289,205,63,15,5,4362,1436,660,154,574,677,734,1454.0,4.09,1.38,4.19,1.18,0.254,P,127,297,19.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
gonzaed01,11,Edgar Gonzalez,17,27,121,47,0,0,0,1104,445,242,65,130,237,251,368.0,5.92,1.56,5.8,1.82,0.301,P,13,49,3.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
goodedw01,18,Dwight Gooden,194,112,430,410,68,24,3,8402,2564,1091,210,954,2293,1198,2800.7,3.51,1.26,7.37,2.4,0.244,P,224,423,34.0,0.95,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,N
gordoto01,22,Tom Gordon,138,126,890,203,18,4,158,6324,1889,927,176,977,1928,1016,2108.0,3.96,1.36,8.23,1.97,0.239,P,185,268,20.0,0.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,N
